"Sample","Chr_Arm","SV_Type","SV_Count","SV_Size_Sum","SV_Rate","SV_Proportion"
"6277A","chr13q","DUP",3,81.090348,0.0309138938415237,0.835606136548071
"6277A","chr13q","INS",1,8.1e-05,0.0103046312805079,8.34675133721139e-07
"6277A","chr14p","DEL",2,0.007347,0.175434579962687,0.00064445892949293
"6277A","chr14q","DEL",4,0.004049,0.0445626687093897,4.51085614010797e-05
"6277A","chr14q","DUP",1,0.020164,0.0111406671773474,0.000224640412964033
"6277A","chr14q","INS",5,0.011938,0.0557033358867371,0.000132997284763174
"6277A","chr15q","BND",2,0.48543,0.0242228800483586,0.00587925633093735
"6277A","chr15q","DEL",7,0.057339,0.084780080169255,0.000694457859546416
"6277A","chr16p","DEL",2,0.00381,0.0542904331326044,0.000103423275117611
"6277A","chr16p","INS",2,0.00048,0.0542904331326044,1.30297039518251e-05
"6277A","chr16q","BND",6,0.110778,0.10085479311816,0.00186208204534058
"6277A","chr16q","DEL",6,76.674191,0.10085479311816,1.28882661180121
"6277A","chr16q","DUP",1,0.008366,0.01680913218636,0.000140625199871087
"6277A","chr16q","INS",1,0.000149,0.01680913218636,2.50456069576763e-06
"6277A","chr16q","INV",1,0.000662,0.01680913218636,1.11276455073703e-05
"6277A","chr17q","BND",4,13.806512,0.0682742778467481,0.235657409095615
"6277A","chr17q","DEL",4,19.343783,0.0682742778467481,0.3301707037873
"6277A","chr18p","BND",4,0.164352,0.21680658641065,0.00890814902244078
"6277A","chr18p","DEL",1,6.6e-05,0.0542016466026625,3.57730867577572e-06
"6277A","chr18q","BND",16,32.320546,0.257678356019819,0.520519072433933
"6277A","chr18q","DEL",1,0.002762,0.0161048972512387,4.44817262079212e-05
"6277A","chr18q","INS",3,0.005627,0.0483146917537161,9.06222568327201e-05
"6277A","chr19q","BND",4,0.004098,0.117943857603314,0.000120833482114595
"6277A","chr19q","DEL",1,0.005191,0.0294859644008285,0.000153061641204701
"6277A","chr19q","DUP",1,0.001348,0.0294859644008285,3.97470800123169e-05
"6277A","chr19q","INS",5,0.007542,0.147429822004143,0.000222383143511049
"6277A","chr2p","DEL",1,0.019899,0.0106948116463462,0.000212816056950642
"6277A","chr2p","INS",2,0.00259,0.0213896232926923,2.76995621640365e-05
"6277A","chr2q","BND",70,977.15515,0.469189438848694,6.54958394995159
"6277A","chr2q","DEL",11,0.04207,0.0737297689619376,0.000281982852748065
"6277A","chr2q","DUP",3,60.483478,0.0201081188078012,0.405402987177676
"6277A","chr2q","INS",6,0.010475,0.0402162376156023,7.02108481705724e-05
"6277A","chr2q","INV",1,13.729722,0.00670270626926705,0.0920262937246938
"6277A","chr20p","BND",2,0.330992,0.0713960530762542,0.0118157611999078
"6277A","chr20p","DEL",1,0.000276,0.0356980265381271,9.85265532452308e-06
"6277A","chr20p","INV",1,0.000618,0.0356980265381271,2.20613804005626e-05
"6277A","chr20q","DEL",1,0.001628,0.0261797224331581,4.26205881211813e-05
"6277A","chr20q","INS",2,0.004254,0.0523594448663161,0.000111368539230654
"6277A","chr21p","DEL",1,0.104565,0.0898107140409801,0.00939105731369508
"6277A","chr21q","BND",6,11.328258,0.176698461689697,0.333614293704001
"6277A","chr21q","DEL",1,0.000314,0.0294497436149496,9.24721949509416e-06
"6277A","chr21q","INS",1,0.000337,0.0294497436149496,9.924563598238e-06
"6277A","chr21q","INV",1,0.002223,0.0294497436149496,6.54667800560329e-05
"6277A","chr22p","DEL",1,0.016803,0.070177300141716,0.00117918917428125
"6277A","chr22p","INS",1,0.003468,0.070177300141716,0.000243374876891471
"6277A","chr22q","BND",2,0.00525,0.0539442643545148,0.000141603693930601
"6277A","chr22q","DEL",2,0.015166,0.0539442643545148,0.000409059356600286
"6277A","chr22q","INS",1,0.002342,0.0269721321772574,6.31687335591368e-05
"6277A","chr3p","DEL",4,0.259429,0.0425185822680462,0.00275763831980424
"6277A","chr3p","DUP",1,8.1e-05,0.0106296455670115,8.61001290927936e-07
"6277A","chr3p","INS",1,0.001383,0.0106296455670115,1.4700799819177e-05
"6277A","chr3q","BND",4,25.227198,0.0373728968799368,0.235703367355937
"6277A","chr3q","DEL",5,0.180181,0.046716121099921,0.00168347148318097
"6277A","chr3q","INS",1,0.002049,0.0093432242199842,1.91442664267476e-05
"6277A","chr4p","DEL",1,0.004499,0.0190648776643024,8.57728846116963e-05
"6277A","chr4p","INS",2,0.000767,0.0381297553286047,1.46227611685199e-05
"6277A","chr4q","BND",10,24.60133,0.0708604372439029,0.174326100058154
"6277A","chr4q","DEL",5,0.031506,0.0354302186219514,0.00022325289358064
"6277A","chr4q","DUP",1,0.050256,0.00708604372439029,0.000356116213412958
"6277A","chr4q","INS",7,0.028885,0.049602306070732,0.000204680372979013
"6277A","chr5p","BND",2,0.061326,0.0413925453971189,0.00126921961951186
"6277A","chr5p","DEL",1,0.002134,0.0206962726985595,4.41658459387259e-05
"6277A","chr5p","INS",1,0.00014,0.0206962726985595,2.89747817779833e-06
"6277A","chr5q","DEL",2,0.00494,0.0149557802445509,3.69407772040408e-05
"6277A","chr5q","INS",2,0.002606,0.0149557802445509,1.94873816586499e-05
"6277A","chr6p","BND",12,4.126454,0.201097496289248,0.0691516306627295
"6277A","chr6p","DEL",17,0.037595,0.284888119743102,0.000630021697749525
"6277A","chr6p","INS",15,0.027228,0.251371870361561,0.000456290219080305
"6277A","chr6q","BND",14,46.552644,0.124495260643278,0.413970253458123
"6277A","chr6q","DEL",12,0.139189,0.106710223408524,0.00123774077383408
"6277A","chr6q","DUP",1,0.012516,0.00889251861737698,0.00011129876301509
"6277A","chr6q","INS",1,0.004395,0.00889251861737698,3.90826193233718e-05
"6277A","chr7p","DEL",3,0.005832,0.0483368615214172,9.39668587976351e-05
"6277A","chr7p","DUP",1,0.00025,0.0161122871738057,4.02807179345143e-06
"6277A","chr7p","INS",1,0.002785,0.0161122871738057,4.4872719779049e-05
"6277A","chr7p","INV",1,0.001094,0.0161122871738057,1.76268421681435e-05
"6277A","chr7q","BND",12,34.257446,0.12182370945825,0.34778076235714
"6277A","chr7q","DEL",9,0.088422,0.0913677820936872,0.000897658003143113
"6277A","chr7q","INS",3,0.001659,0.0304559273645624,1.6842127832603e-05
"6277A","chr7q","INV",1,20.40697,0.0101519757881875,0.207171065350268
"6277A","chr8p","BND",3,9.922961,0.0662683848380056,0.219192866093507
"6277A","chr8p","DEL",2,0.024645,0.0441789232253371,0.000544394781444216
"6277A","chr8p","INS",2,0.003599,0.0441789232253371,7.94999723439941e-05
"6277A","chr8q","BND",9,125.182509,0.0891187271865342,1.23956731867743
"6277A","chr8q","DEL",2,0.000871,0.0198041615970076,8.62471237549681e-06
"6277A","chr8q","INS",1,0.000699,0.0099020807985038,6.92155447815415e-06
"6277A","chr8q","INV",1,0.000887,0.0099020807985038,8.78314566827287e-06
"6277A","chr9p","BND",4,18.211572,0.086454362849177,0.393617463435478
"6277A","chr9p","DEL",1,0.017027,0.0216135907122943,0.000368014609058234
"6277A","chr9p","DUP",1,0.024201,0.0216135907122943,0.000523070508828233
"6277A","chr9p","INS",1,0.010438,0.0216135907122943,0.000225602659854927
"6277A","chr9q","BND",4,6.229624,0.0383325119634332,0.0596992841269227
"6277A","chr9q","DEL",3,0.012163,0.0287493839725749,0.00011655958575281
"6277A","chr9q","INS",3,0.010721,0.0287493839725749,0.000102740715189992
"6285B","chr1p","BND",1,128.772774,0.00806137823755329,1.03808603791297
"6285B","chr1p","DEL",9,0.050597,0.0725524041379796,0.000407881554685484
"6285B","chr1p","INS",1,0.000232,0.00806137823755329,1.87023975111236e-06
"6285B","chr1q","BND",3,128.77325,0.0241275748415054,1.03566207565296
"6285B","chr1q","DEL",9,0.050786,0.0723827245245161,0.000408447671966897
"6285B","chr1q","INS",1,0.002773,0.00804252494716845,2.23019216784981e-05
"6285B","chr10p","BND",2,0.01739,0.0492014711928707,0.000427806792022011
"6285B","chr10p","DEL",1,0.000466,0.0246007355964354,1.14639427879389e-05
"6285B","chr10p","INS",1,0.001794,0.0246007355964354,4.4133719660005e-05
"6285B","chr10q","DEL",4,0.016346,0.0425039307900844,0.00017369231317368
"6285B","chr10q","INS",3,0.000719,0.0318779480925633,7.64008155951768e-06
"6285B","chr11p","BND",4,0.039094,0.07583899782708,0.000741212445262966
"6285B","chr11p","DEL",3,0.03574,0.05687924837031,0.00067762144558496
"6285B","chr11p","DUP",1,0.045787,0.01895974945677,0.000868110048377128
"6285B","chr11p","INS",1,0.000123,0.01895974945677,2.33204918318271e-06
"6285B","chr11q","BND",4,0.167504,0.0485528483674153,0.00203319907823388
"6285B","chr11q","DEL",2,0.000336,0.0242764241837077,4.07843926286289e-06
"6285B","chr11q","INS",1,0.00037,0.0121382120918538,4.49113847398592e-06
"6285B","chr12p","BND",3,142.878852,0.0835383178011467,3.97861964847967
"6285B","chr12p","DUP",1,0.021145,0.0278461059337156,0.000588805909968416
"6285B","chr12p","INS",2,0.001096,0.0556922118674311,3.05193321033523e-05
"6285B","chr12q","BND",5,142.448886,0.0513279126403854,1.46232079526564
"6285B","chr12q","DEL",7,0.016388,0.0718590776965396,0.000168232366470127
"6285B","chr12q","INS",1,0.003112,0.0102655825280771,3.19464928273759e-05
"6285B","chr13q","BND",4,0.0117,0.0412185251220316,0.000120564185981942
"6285B","chr13q","DEL",4,0.015605,0.0412185251220316,0.000160803771132326
"6285B","chr14q","BND",2,0.01297,0.0222813343546948,0.000144494453290196
"6285B","chr14q","DEL",5,0.042409,0.0557033358867371,0.000472464554324127
"6285B","chr15q","DEL",2,0.011815,0.0242228800483586,0.000143096663885678
"6285B","chr15q","INS",1,6.2e-05,0.0121114400241793,7.50909281499115e-07
"6285B","chr16p","DEL",3,0.003494,0.0814356496989066,9.48453866826599e-05
"6285B","chr16p","INS",1,8.1e-05,0.0271452165663022,2.19876254187048e-06
"6285B","chr16q","BND",2,0.036114,0.0336182643727199,0.000607044999778204
"6285B","chr16q","DEL",1,0.000676,0.01680913218636,1.13629733579793e-05
"6285B","chr16q","INS",1,0.000134,0.01680913218636,2.25242371297223e-06
"6285B","chr16q","INV",2,0.001093,0.0336182643727199,1.83723814796914e-05
"6285B","chr17q","BND",6,40.106836,0.102411416770122,0.68456631615449
"6285B","chr17q","DEL",10,19.583799,0.17068569461687,0.334267433555217
"6285B","chr17q","DUP",1,0.157116,0.017068569461687,0.00268174535954242
"6285B","chr17q","INS",3,0.002745,0.0512057083850611,4.68532231723309e-05
"6285B","chr18p","INS",1,0.000322,0.0542016466026625,1.74529302060573e-05
"6285B","chr18q","DEL",3,0.003146,0.0483146917537161,5.06660067523969e-05
"6285B","chr18q","DUP",1,0.006954,0.0161048972512387,0.000111993455485114
"6285B","chr19p","INS",2,0.005244,0.0719607649760337,0.00018868112576716
"6285B","chr19q","DEL",1,8.6e-05,0.0294859644008285,2.53579293847126e-06
"6285B","chr19q","DUP",1,0.001652,0.0294859644008285,4.87108131901688e-05
"6285B","chr19q","INS",3,0.004854,0.0884578932024856,0.000143124871201622
"6285B","chr2p","BND",4,0.007802,0.0427792465853846,8.34409204647927e-05
"6285B","chr2p","DEL",6,0.005254,0.0641688698780769,5.61905403899027e-05
"6285B","chr2p","INS",1,0.001938,0.0106948116463462,2.07265449706188e-05
"6285B","chr2q","BND",8,0.01321,0.0536216501541364,8.85427498170178e-05
"6285B","chr2q","DEL",3,0.006062,0.0201081188078012,4.06318054042969e-05
"6285B","chr2q","INS",2,0.00303,0.0134054125385341,2.03091999958792e-05
"6285B","chr20p","BND",2,0.330972,0.0713960530762542,0.011815047239377
"6285B","chr20p","DUP",1,0.000121,0.0356980265381271,4.31946121111338e-06
"6285B","chr20p","INS",1,0.000858,0.0356980265381271,3.06289067697131e-05
"6285B","chr20p","INV",1,0.000618,0.0356980265381271,2.20613804005626e-05
"6285B","chr20q","DEL",2,0.013974,0.0523594448663161,0.000365835441280951
"6285B","chr20q","INS",3,0.013861,0.0785391672994742,0.000362877132646004
"6285B","chr21q","BND",4,0.003956,0.117798974459798,0.00011650318574074
"6285B","chr21q","DEL",2,0.000995,0.0588994872298991,2.93024948968748e-05
"6285B","chr21q","INS",1,5.8e-05,0.0294497436149496,1.70808512966707e-06
"6285B","chr22q","DEL",4,0.014586,0.10788852870903,0.000393415519937476
"6285B","chr3p","BND",12,189.114841,0.127555746804139,2.01022373129174
"6285B","chr3p","DEL",2,0.016587,0.0212592911340231,0.000176313931020021
"6285B","chr3p","DUP",1,0.02365,0.0106296455670115,0.000251391117659823
"6285B","chr3p","INS",2,0.004699,0.0212592911340231,4.99487045193873e-05
"6285B","chr3q","BND",6,189.077661,0.0560593453199052,1.76659498171316
"6285B","chr3q","DEL",6,0.138499,0.0560593453199052,0.00129402721124359
"6285B","chr3q","DUP",1,0.004755,0.0093432242199842,4.44270311660249e-05
"6285B","chr3q","INS",2,0.005776,0.0186864484399684,5.39664630946287e-05
"6285B","chr4p","DEL",7,0.028639,0.133454143650116,0.000545999031427955
"6285B","chr4p","INS",2,0.005344,0.0381297553286047,0.000101882706238032
"6285B","chr4p","INV",1,0.002017,0.0190648776643024,3.84538582488979e-05
"6285B","chr4q","BND",2,0.00057,0.0141720874487806,4.03904492290246e-06
"6285B","chr4q","DEL",14,0.043693,0.099204612141464,0.000309610508449785
"6285B","chr4q","INS",5,0.012693,0.0354302186219514,8.99431529936859e-05
"6285B","chr5p","BND",8,0.233738,0.165570181588476,0.00483750538801589
"6285B","chr5p","DEL",3,0.000833,0.0620888180956784,1.72399951579e-05
"6285B","chr5p","DUP",2,0.112067,0.0413925453971189,0.00231936919250946
"6285B","chr5p","INS",5,0.004852,0.103481363492797,0.000100418315133411
"6285B","chr5q","DEL",7,0.023662,0.0523452308559283,0.000176941836073282
"6285B","chr5q","INS",3,0.001897,0.0224336703668264,1.41855575619566e-05
"6285B","chr6p","BND",7,50.10718,0.117306872835395,0.839702370342892
"6285B","chr6p","DEL",2,0.005168,0.0335162493815414,8.6605988401903e-05
"6285B","chr6p","INS",2,0.000332,0.0335162493815414,5.56369739733587e-06
"6285B","chr6q","BND",1,50.098796,0.00889251861737698,0.445504476138171
"6285B","chr6q","DEL",15,0.062843,0.133387779260655,0.000558832547471821
"6285B","chr6q","INS",1,0.0029,0.00889251861737698,2.57883039903932e-05
"6285B","chr7p","DEL",2,0.000858,0.0322245743476115,1.38243423951253e-05
"6285B","chr7p","INS",3,0.003636,0.0483368615214172,5.85842761639577e-05
"6285B","chr7p","INV",1,0.001094,0.0161122871738057,1.76268421681435e-05
"6285B","chr7q","BND",4,0.025682,0.0406079031527499,0.000260723042192231
"6285B","chr7q","DEL",4,0.014767,0.0406079031527499,0.000149914226464164
"6285B","chr7q","DUP",1,0.102115,0.0101519757881875,0.00103666900761076
"6285B","chr7q","INS",4,0.004801,0.0406079031527499,4.8739635759088e-05
"6285B","chr8p","DEL",4,0.156231,0.0883578464506741,0.00345105867720882
"6285B","chr8p","INS",2,0.007111,0.0441789232253371,0.000157078161527686
"6285B","chr8q","DEL",4,0.015261,0.0396083231940152,0.000151115655065966
"6285B","chr8q","INV",1,0.000887,0.0099020807985038,8.78314566827287e-06
"6285B","chr9p","DEL",4,0.182388,0.086454362849177,0.00394205958283392
"6285B","chr9q","BND",2,0.000174,0.0191662559817166,1.66746427040935e-06
"6285B","chr9q","DEL",5,0.024055,0.0479156399542916,0.000230522143820097
"6285B","chr9q","INS",2,0.009419,0.0191662559817166,9.02634825458944e-05
"6298B","chr1p","BND",7,128.798013,0.056429647662873,1.03828949903831
"6298B","chr1p","DEL",6,0.082988,0.0483682694253197,0.000668997657178073
"6298B","chr1p","INS",1,0.000401,0.00806137823755329,3.23261267325887e-06
"6298B","chr1q","BND",1,128.772785,0.00804252494716845,1.03565833587886
"6298B","chr1q","DEL",1,0.032238,0.00804252494716845,0.000259274919246817
"6298B","chr1q","INS",1,0.000147,0.00804252494716845,1.18225116723376e-06
"6298B","chr10p","BND",8,0.038746,0.196805884771483,0.000953180101419485
"6298B","chr10p","DEL",4,0.023557,0.0984029423857414,0.000579519528445228
"6298B","chr10p","DUP",1,0.004678,0.0246007355964354,0.000115082241120125
"6298B","chr10p","INS",4,0.005605,0.0984029423857414,0.00013788712301802
"6298B","chr10q","DEL",4,0.022481,0.0425039307900844,0.000238882717022972
"6298B","chr10q","INS",2,0.002415,0.0212519653950422,2.56617482145135e-05
"6298B","chr11p","DEL",3,0.036258,0.05687924837031,0.000687442595803567
"6298B","chr11p","INS",1,0.000307,0.01895974945677,5.82064308322839e-06
"6298B","chr11q","BND",10,0.463134,0.121382120918538,0.00562161871894863
"6298B","chr11q","DEL",2,0.021904,0.0242764241837077,0.000265875397659966
"6298B","chr11q","INS",3,0.000771,0.0364146362755615,9.3585615228193e-06
"6298B","chr12p","BND",1,99.649012,0.0278461059337156,2.77483694434209
"6298B","chr12p","DEL",1,0.027484,0.0278461059337156,0.000765322375482239
"6298B","chr12p","INS",1,0.001434,0.0278461059337156,3.99313159089481e-05
"6298B","chr12q","BND",9,185.192516,0.0923902427526938,1.90110905658024
"6298B","chr12q","DEL",2,0.000122,0.0205311650561542,1.2524010684254e-06
"6298B","chr12q","INS",3,0.006182,0.0307967475842313,6.34618311885725e-05
"6298B","chr13q","DEL",4,0.055762,0.0412185251220316,0.000574606849463681
"6298B","chr13q","INS",1,7.8e-05,0.0103046312805079,8.03761239879615e-07
"6298B","chr13q","INV",1,0.002553,0.0103046312805079,2.63077236591366e-05
"6298B","chr14p","DEL",1,0.00592,0.0877172899813434,0.000519286356689553
"6298B","chr14q","DEL",6,0.076747,0.0668440030640845,0.000855012783859883
"6298B","chr14q","DUP",1,0.768965,0.0111406671773474,0.00856678313602896
"6298B","chr14q","INS",1,0.002741,0.0111406671773474,3.05365687331093e-05
"6298B","chr15q","BND",2,0.00326,0.0242228800483586,3.94832944788245e-05
"6298B","chr15q","DEL",4,0.004613,0.0484457600967171,5.5870072831539e-05
"6298B","chr15q","INS",2,0.003541,0.0242228800483586,4.28866091256188e-05
"6298B","chr15q","INV",1,0.002307,0.0121114400241793,2.79410921357816e-05
"6298B","chr16p","DEL",3,0.007578,0.0814356496989066,0.000205706451139438
"6298B","chr16p","DUP",1,0.011876,0.0271452165663022,0.000322376591941405
"6298B","chr16p","INS",3,0.004949,0.0814356496989066,0.00013434167678663
"6298B","chr16q","BND",4,0.073342,0.0672365287454398,0.00123281537281201
"6298B","chr16q","DEL",2,0.013562,0.0336182643727199,0.000227965450711414
"6298B","chr16q","INV",1,0.000431,0.01680913218636,7.24473597232114e-06
"6298B","chr17q","BND",10,41.517676,0.17068569461687,0.708647336693816
"6298B","chr17q","DEL",3,19.571478,0.0512057083850611,0.334057131710879
"6298B","chr17q","DUP",3,0.009337,0.0512057083850611,0.000159369233063772
"6298B","chr17q","INS",1,5.4e-05,0.017068569461687,9.21702750931099e-07
"6298B","chr18p","BND",6,0.04362,0.325209879615975,0.00236427582480814
"6298B","chr18p","INS",2,0.000416,0.108403293205325,2.25478849867076e-05
"6298B","chr18q","DEL",2,0.000863,0.0322097945024774,1.3898526327819e-05
"6298B","chr18q","INS",1,0.0051,0.0161048972512387,8.21349759813173e-05
"6298B","chr19p","DEL",1,0.00317,0.0359803824880168,0.000114057812487013
"6298B","chr19p","DUP",1,8e-05,0.0359803824880168,2.87843059904135e-06
"6298B","chr19p","INS",3,0.006698,0.10794114746405,0.000240996601904737
"6298B","chr19q","DEL",2,0.000169,0.0589719288016571,4.98312798374002e-06
"6298B","chr2p","DEL",4,0.035984,0.0427792465853846,0.00038484210228212
"6298B","chr2p","INS",1,0.000324,0.0106948116463462,3.46511897341615e-06
"6298B","chr2q","BND",2,0.003032,0.0134054125385341,2.03226054084177e-05
"6298B","chr2q","DEL",5,0.022047,0.0335135313463353,0.000147774565118531
"6298B","chr2q","INS",4,0.004715,0.0268108250770682,3.16032600595942e-05
"6298B","chr20p","BND",4,0.331316,0.142792106152508,0.0118273273605061
"6298B","chr20p","DUP",2,0.024924,0.0713960530762542,0.00088973761343628
"6298B","chr20p","INS",1,0.000383,0.0356980265381271,1.36723441641027e-05
"6298B","chr20p","INV",1,0.000618,0.0356980265381271,2.20613804005626e-05
"6298B","chr20q","BND",4,0.018732,0.104718889732632,0.000490398560617917
"6298B","chr20q","DEL",2,0.004664,0.0523594448663161,0.000122102225428249
"6298B","chr20q","INS",1,0.004525,0.0261797224331581,0.00011846324401004
"6298B","chr21p","DEL",1,0.104583,0.0898107140409801,0.00939267390654782
"6298B","chr21q","BND",2,11.324336,0.0588994872298991,0.333498791809543
"6298B","chr21q","DEL",3,0.006029,0.0883492308448487,0.000177552504254531
"6298B","chr21q","DUP",1,0.024236,0.0294497436149496,0.000713743986251917
"6298B","chr22q","BND",2,0.042718,0.0539442643545148,0.00115219554234808
"6298B","chr22q","DEL",1,0.001047,0.0269721321772574,2.82398223895885e-05
"6298B","chr22q","INS",2,0.002073,0.0539442643545148,5.59132300034546e-05
"6298B","chr3p","BND",4,0.00421,0.0425185822680462,4.47508078371186e-05
"6298B","chr3p","DEL",4,0.027392,0.0425185822680462,0.00029116725137158
"6298B","chr3p","DUP",1,0.000624,0.0106296455670115,6.63289883381521e-06
"6298B","chr3p","INS",2,0.003207,0.0212592911340231,3.4089273333406e-05
"6298B","chr3q","BND",6,0.057098,0.0560593453199052,0.000533479416512658
"6298B","chr3q","DEL",7,0.192457,0.0654025695398894,0.0017981689037055
"6298B","chr3q","INS",2,0.006155,0.0186864484399684,5.75075450740027e-05
"6298B","chr4p","INS",1,0.000651,0.0190648776643024,1.24112353594608e-05
"6298B","chr4q","BND",4,0.011556,0.0283441748975611,8.18863212790541e-05
"6298B","chr4q","DEL",6,0.029461,0.0425162623463417,0.000208761934164262
"6298B","chr4q","INS",6,0.013322,0.0425162623463417,9.44002744963274e-05
"6298B","chr5p","BND",4,1.448944,0.0827850907942379,0.0299877401489416
"6298B","chr5p","DEL",2,0.033064,0.0413925453971189,0.00068430156050517
"6298B","chr5p","DUP",2,0.013879,0.0413925453971189,0.000287243568783307
"6298B","chr5p","INS",1,0.000888,0.0206962726985595,1.83782901563208e-05
"6298B","chr5q","BND",2,0.00414,0.0149557802445509,3.09584651062204e-05
"6298B","chr5q","DUP",1,0.00639,0.00747789012227547,4.77837178813402e-05
"6298B","chr5q","INS",1,0.001207,0.00747789012227547,9.02581337758649e-06
"6298B","chr6p","BND",6,0.010068,0.100548748144624,0.000168720799386679
"6298B","chr6p","DEL",4,0.009952,0.0670324987630828,0.00016677685692255
"6298B","chr6p","INS",3,0.014014,0.0502743740723121,0.000234848359416461
"6298B","chr6p","INV",1,0.00065,0.0167581246907707,1.0892781049001e-05
"6298B","chr6q","DEL",10,0.128485,0.0889251861737698,0.00114255525455368
"6298B","chr6q","INS",4,0.006432,0.0355700744695079,5.71966797469687e-05
"6298B","chr7p","DEL",1,0.014815,0.0161122871738057,0.000238703534479932
"6298B","chr7p","INS",2,0.004148,0.0322245743476115,6.68337671969462e-05
"6298B","chr7p","INV",1,0.001094,0.0161122871738057,1.76268421681435e-05
"6298B","chr7q","BND",4,0.025682,0.0406079031527499,0.000260723042192231
"6298B","chr7q","DEL",4,0.020078,0.0406079031527499,0.000203831369875228
"6298B","chr7q","INS",4,0.005196,0.0406079031527499,5.27496661954221e-05
"6298B","chr8p","DEL",3,0.329188,0.0662683848380056,0.00727158568935113
"6298B","chr8p","INS",2,0.005998,0.0441789232253371,0.000132492590752786
"6298B","chr8q","BND",4,0.001276,0.0396083231940152,1.26350550988908e-05
"6298B","chr8q","DEL",1,0.001655,0.0099020807985038,1.63879437215238e-05
"6298B","chr8q","INS",3,0.002587,0.0297062423955114,2.56166830257293e-05
"6298B","chr8q","INV",1,0.000887,0.0099020807985038,8.78314566827287e-06
"6298B","chr9p","DEL",1,0.017029,0.0216135907122943,0.000368057836239659
"6298B","chr9p","DUP",1,0.295342,0.0216135907122943,0.00638340110815041
"6298B","chr9q","BND",2,0.029334,0.0191662559817166,0.000281111476483838
"6298B","chr9q","DEL",2,0.000247,0.0191662559817166,2.367032613742e-06
"6298B","chr9q","DUP",1,0.032859,0.00958312799085831,0.000314892002651613
"6298B","chr9q","INS",4,0.014022,0.0383325119634332,0.000134374620687815
"6314E","chr1p","BND",1,128.772774,0.00806137823755329,1.03808603791297
"6314E","chr1p","DEL",2,0.010024,0.0161227564751066,8.08072554532342e-05
"6314E","chr1p","INS",1,0.000431,0.00806137823755329,3.47445402038547e-06
"6314E","chr1q","BND",1,128.772774,0.00804252494716845,1.03565824741109
"6314E","chr1q","DEL",2,0.021972,0.0160850498943369,0.000176710358139185
"6314E","chr1q","DUP",1,0.006393,0.00804252494716845,5.14158619872479e-05
"6314E","chr1q","INS",5,0.003333,0.0402126247358423,2.68057356489125e-05
"6314E","chr10p","DEL",3,0.008579,0.0738022067893061,0.000211049710681819
"6314E","chr10p","DUP",1,0.00468,0.0246007355964354,0.000115131442591317
"6314E","chr10p","INS",3,0.005262,0.0738022067893061,0.000129449070708443
"6314E","chr10q","DEL",10,0.054633,0.106259826975211,0.000580529312713671
"6314E","chr11p","BND",4,44.73295,0.07583899782708,0.84812552446222
"6314E","chr11p","DEL",1,0.024697,0.01895974945677,0.000468248932333849
"6314E","chr11q","DEL",2,0.022,0.0242764241837077,0.000267040666020784
"6314E","chr11q","DUP",1,0.003722,0.0121382120918538,4.517842540588e-05
"6314E","chr11q","INS",2,0.000397,0.0242764241837077,4.81887020046597e-06
"6314E","chr12p","BND",6,221.308967,0.167076635602293,6.16259293916316
"6314E","chr12p","DUP",1,0.029453,0.0278461059337156,0.000820151358065725
"6314E","chr12p","INS",2,0.00485,0.0556922118674311,0.000135053613778521
"6314E","chr12q","BND",10,282.108269,0.102655825280771,2.89600571727247
"6314E","chr12q","DEL",2,0.015627,0.0205311650561542,0.000160420258166261
"6314E","chr12q","DUP",1,0.013969,0.0102655825280771,0.000143399922334709
"6314E","chr13q","BND",6,0.017622,0.0618277876830473,0.00018158821242511
"6314E","chr13q","DEL",1,7.6e-05,0.0103046312805079,7.831519773186e-07
"6314E","chr13q","DUP",1,0.040149,0.0103046312805079,0.000413720641281111
"6314E","chr13q","INS",1,0.000124,0.0103046312805079,1.27777427878298e-06
"6314E","chr14q","BND",2,0.000498,0.0222813343546948,5.54805225431902e-06
"6314E","chr14q","DEL",1,0.000209,0.0111406671773474,2.32839944006561e-06
"6314E","chr14q","INS",3,0.00552,0.0334220015320423,6.14964828189578e-05
"6314E","chr15q","DEL",1,0.001726,0.0121114400241793,2.09043454817334e-05
"6314E","chr15q","INS",1,0.000325,0.0121114400241793,3.93621800785827e-06
"6314E","chr16p","BND",2,0.23173,0.0542904331326044,0.00629036103490921
"6314E","chr16p","DEL",3,0.026127,0.0814356496989066,0.000709223073227778
"6314E","chr16p","INS",2,0.002526,0.0542904331326044,6.85688170464794e-05
"6314E","chr16q","BND",2,0.036168,0.0336182643727199,0.000607952692916267
"6314E","chr16q","DEL",2,0.001081,0.0336182643727199,1.81706718934551e-05
"6314E","chr16q","INS",2,0.000291,0.0336182643727199,4.89145746623075e-06
"6314E","chr16q","INV",1,0.000662,0.01680913218636,1.11276455073703e-05
"6314E","chr17p","DEL",1,0.000299,0.0389261383919978,1.16389153792073e-05
"6314E","chr17q","BND",8,40.197702,0.136548555693496,0.686117268787195
"6314E","chr17q","DEL",2,0.232182,0.034137138923374,0.00396301459475342
"6314E","chr18p","INS",1,0.000332,0.0542016466026625,1.79949466720839e-05
"6314E","chr19p","INS",2,0.005383,0.0719607649760337,0.000193682398932995
"6314E","chr19q","DUP",1,0.005876,0.0294859644008285,0.000173259526819269
"6314E","chr2p","DEL",3,0.012641,0.0320844349390385,0.000135193114021462
"6314E","chr2p","INS",1,0.0025,0.0106948116463462,2.67370291158654e-05
