"Sample","Chr_Arm","SV_Type","SV_Count","SV_Size_Sum","SV_Rate","SV_Proportion"
"6265D","chr11p","DEL",6,0.034853,0.11375849674062,0.000660804147816805
"6265D","chr11p","INS",1,0.000134,0.01895974945677,2.54060642720718e-06
"6265D","chr11q","BND",4,0.003074,0.0485528483674153,3.73128639703587e-05
"6265D","chr11q","DEL",3,0.024355,0.0364146362755615,0.0002956261554971
"6265D","chr11q","DUP",3,0.053416,0.0364146362755615,0.000648374737098464
"6265D","chr11q","INS",3,0.003751,0.0364146362755615,4.55304335565437e-05
"6265D","chr12p","BND",3,143.14464,0.0835383178011467,3.98602080928358
"6265D","chr12q","BND",3,99.649208,0.0307967475842313,1.02295716858152
"6265D","chr12q","DEL",4,0.01627,0.0410623301123083,0.000167021027731814
"6265D","chr12q","DUP",1,0.241776,0.0102655825280771,0.00248197148130837
"6265D","chr12q","INS",3,0.008886,0.0307967475842313,9.1219966344493e-05
"6265D","chr13q","BND",12,525.29179,0.123655575366095,5.41293821062798
"6265D","chr13q","DEL",4,15.916823,0.0412185251220316,0.164016992172107
"6265D","chr13q","INS",1,0.000327,0.0103046312805079,3.36961442872608e-06
"6265D","chr14p","DEL",2,0.012546,0.175434579962687,0.00110050112010593
"6265D","chr14q","BND",4,0.910672,0.0445626687093897,0.0101454936597293
"6265D","chr14q","DEL",1,0.000209,0.0111406671773474,2.32839944006561e-06
"6265D","chr14q","INS",3,0.008726,0.0334220015320423,9.72134617895336e-05
"6265D","chr15q","DEL",6,0.144959,0.0726686401450757,0.001755662234465
"6265D","chr15q","INS",3,0.005804,0.0363343200725378,7.02947979003365e-05
"6265D","chr16p","DEL",2,0.013602,0.0542904331326044,0.000369229235734843
"6265D","chr16p","INS",1,8.1e-05,0.0271452165663022,2.19876254187048e-06
"6265D","chr16q","BND",2,0.036168,0.0336182643727199,0.000607952692916267
"6265D","chr16q","DEL",5,0.033926,0.0840456609317998,0.000570266618554448
"6265D","chr16q","INS",2,0.003966,0.0336182643727199,6.66650182511036e-05
"6265D","chr16q","INV",1,0.000662,0.01680913218636,1.11276455073703e-05
"6265D","chr17q","BND",6,0.07308,0.102411416770122,0.00124737105626009
"6265D","chr17q","DEL",1,0.000241,0.017068569461687,4.11352524026657e-06
"6265D","chr18q","BND",10,150.728374,0.161048972512387,2.42746497611628
"6265D","chr18q","DEL",4,0.213482,0.0644195890049547,0.00343810567498894
"6265D","chr18q","DUP",2,1.906172,0.0322097945024774,0.0306987042031881
"6265D","chr18q","INS",1,0.000331,0.0161048972512387,5.33072099016001e-06
"6265D","chr19p","DEL",2,0.003415,0.0719607649760337,0.000122873006196577
"6265D","chr19p","INS",2,0.003999,0.0719607649760337,0.000143885549569579
"6265D","chr19q","DEL",1,0.002615,0.0294859644008285,7.71057969081667e-05
"6265D","chr19q","DUP",1,0.005876,0.0294859644008285,0.000173259526819269
"6265D","chr2p","BND",6,0.684356,0.0641688698780769,0.00731905851904687
"6265D","chr2p","DEL",8,0.093358,0.0855584931707692,0.000998446225679584
"6265D","chr2p","DUP",1,0.003231,0.0106948116463462,3.45549364293444e-05
"6265D","chr2p","INS",3,0.006531,0.0320844349390385,6.98478148622867e-05
"6265D","chr2q","BND",4,0.023098,0.0268108250770682,0.00015481910940753
"6265D","chr2q","DEL",10,0.280646,0.0670270626926706,0.00188108770364472
"6265D","chr2q","INS",3,0.006225,0.0201081188078012,4.17243465261874e-05
"6265D","chr20p","BND",2,0.330974,0.0713960530762542,0.0118151186354301
"6265D","chr20p","INV",1,0.000618,0.0356980265381271,2.20613804005626e-05
"6265D","chr20q","INS",2,0.002627,0.0523594448663161,6.87741308319062e-05
"6265D","chr21q","BND",8,11.330738,0.235597948919596,0.333687329068166
"6265D","chr22p","DEL",1,0.010045,0.070177300141716,0.000704930979923538
"6265D","chr22q","BND",6,0.050566,0.161832793063544,0.0013638728356752
"6265D","chr22q","DEL",2,0.048485,0.0539442643545148,0.00130774382861433
"6265D","chr22q","DUP",1,0.062814,0.0269721321772574,0.00169422751058225
"6265D","chr22q","INS",1,0.002189,0.0269721321772574,5.90419973360164e-05
"6265D","chr3p","BND",21,241.930493,0.223222556907243,2.57163539244237
"6265D","chr3p","DEL",6,4.418371,0.0637778734020693,0.0469657177135624
"6265D","chr3p","DUP",3,0.396786,0.0318889367010346,0.00421769454595225
"6265D","chr3p","INS",2,0.004899,0.0212592911340231,5.20746336327896e-05
"6265D","chr3q","BND",5,63.914779,0.046716121099921,0.597170111167737
"6265D","chr3q","DEL",12,0.729686,0.11211869063981,0.00681761990818339
"6265D","chr3q","DUP",1,5.71115,0.0093432242199842,0.0533605550039627
"6265D","chr3q","INS",2,0.004074,0.0186864484399684,3.80642954722156e-05
"6265D","chr4p","DEL",1,0.025624,0.0190648776643024,0.000488518425270084
"6265D","chr4q","BND",4,0.026036,0.0283441748975611,0.000184492234408225
"6265D","chr4q","DEL",8,0.027722,0.0566883497951223,0.000196439304127547
"6265D","chr4q","DUP",1,0.072863,0.00708604372439029,0.000516310403890249
"6265D","chr4q","INS",2,0.007295,0.0141720874487806,5.16926889694271e-05
"6265D","chr5p","BND",15,1376.063317,0.310444090478392,28.4793816591163
"6265D","chr5p","DEL",6,0.025328,0.124177636191357,0.000524195194909114
"6265D","chr5p","DUP",1,0.11125,0.0206962726985595,0.00230246033771474
"6265D","chr5p","INS",1,0.004002,0.0206962726985595,8.2826483339635e-05
"6265D","chr5q","BND",147,4947.396003,1.09924984797449,36.9960837018188
"6265D","chr5q","DEL",7,25.7276,0.0523452308559283,0.192388165909854
"6265D","chr5q","DUP",16,302.193364,0.119646241956407,2.25976877167279
"6265D","chr5q","INS",6,0.004648,0.0448673407336528,3.47572332883364e-05
"6265D","chr6p","BND",2,0.157056,0.0335162493815414,0.00263196403143368
"6265D","chr6p","DEL",8,0.013642,0.134064997526166,0.000228614337031494
"6265D","chr6p","INS",12,0.008231,0.201097496289248,0.000137936124329734
"6265D","chr6q","BND",8,0.030824,0.0711401489390158,0.000274102993862028
"6265D","chr6q","DEL",11,0.440492,0.0978177047911468,0.00391708331080562
"6265D","chr6q","DUP",3,0.439113,0.0266775558521309,0.00390482052763226
"6265D","chr6q","INV",1,0.004108,0.00889251861737698,3.65304664801846e-05
"6265D","chr7p","DEL",3,0.066379,0.0483368615214172,0.00106951751031005
"6265D","chr7p","INS",1,0.002773,0.0161122871738057,4.46793723329633e-05
"6265D","chr7p","INV",1,0.001094,0.0161122871738057,1.76268421681435e-05
"6265D","chr7q","BND",10,0.094402,0.101519757881875,0.000958366818356474
"6265D","chr7q","DEL",3,0.01609,0.0304559273645624,0.000163345290431936
"6265D","chr7q","DUP",5,0.114288,0.0507598789409374,0.00116024900888037
"6265D","chr7q","INS",6,0.006792,0.0609118547291248,6.89522195533693e-05
"6265D","chr8p","DEL",3,0.032544,0.0662683848380056,0.000718879438722685
"6265D","chr8q","BND",4,0.003966,0.0396083231940152,3.92716524468661e-05
"6265D","chr8q","DEL",3,0.010586,0.0297062423955114,0.000104823427332961
"6265D","chr8q","INS",3,0.003966,0.0297062423955114,3.92716524468661e-05
"6265D","chr8q","INV",1,0.000887,0.0099020807985038,8.78314566827287e-06
"6265D","chr9p","INS",1,0.000316,0.0216135907122943,6.82989466508498e-06
"6265D","chr9q","BND",6,6.312888,0.0574987679451499,0.0604972136959535
"6265D","chr9q","DEL",4,0.027491,0.0383325119634332,0.000263449771596686
"6265D","chr9q","DUP",1,0.007324,0.00958312799085831,7.01868294050463e-05
"6265D","chr9q","INS",3,0.019451,0.0287493839725749,0.000186401422550185
"6266D","chr1p","BND",1,128.77279,0.00806137823755329,1.03808616689502
"6266D","chr1p","DEL",9,0.062312,0.0725524041379796,0.000502320600738421
"6266D","chr1p","DUP",1,0.001816,0.00806137823755329,1.46394628793968e-05
"6266D","chr1p","INS",3,0.004983,0.0241841347126599,4.0169847757728e-05
"6266D","chr1q","BND",7,207.187096,0.0562976746301792,1.66630738831139
"6266D","chr1q","DEL",6,0.074353,0.0482551496830107,0.000597985857396816
"6266D","chr1q","DUP",3,0.139843,0.0241275748415054,0.00112469081618688
"6266D","chr1q","INS",3,0.010684,0.0241275748415054,8.59263365355478e-05
"6266D","chr10p","BND",2,0.01739,0.0492014711928707,0.000427806792022011
"6266D","chr10p","DEL",4,0.042618,0.0984029423857414,0.00104843414964888
"6266D","chr10p","INS",1,0.002721,0.0246007355964354,6.69386015579006e-05
"6266D","chr10q","BND",22,166.037744,0.233771619345464,1.76431419487944
"6266D","chr10q","DEL",7,0.047711,0.0743818788826477,0.00050697626048143
"6266D","chr11p","DEL",3,0.054224,0.05687924837031,0.0010280734545439
"6266D","chr11q","BND",12,0.624296,0.145658545102246,0.00757783725609598
"6266D","chr11q","DEL",4,0.044565,0.0485528483674153,0.000540939421873466
"6266D","chr11q","INS",1,0.000279,0.0121382120918538,3.38656117362722e-06
"6266D","chr12p","BND",13,242.195346,0.361999377138302,6.7441972613689
"6266D","chr12p","DEL",4,0.043196,0.111384423734862,0.00120284039191278
"6266D","chr12p","DUP",1,10.116514,0.0278461059337156,0.281705520523917
"6266D","chr12p","INS",2,0.004396,0.0556922118674311,0.000122411481684614
"6266D","chr12q","BND",3,99.649182,0.0307967475842313,1.02295690167637
"6266D","chr12q","DEL",3,0.002618,0.0307967475842313,2.68752950585058e-05
"6266D","chr12q","DUP",1,0.006083,0.0102655825280771,6.24455385182929e-05
"6266D","chr12q","INS",3,0.004364,0.0307967475842313,4.47990021525284e-05
"6266D","chr13q","DEL",1,0.036321,0.0103046312805079,0.000374274512739327
"6266D","chr13q","INS",3,0.000545,0.0309138938415237,5.6160240478768e-06
"6266D","chr14p","DEL",3,0.027205,0.26315186994403,0.00238634887394245
"6266D","chr14p","INS",2,0.004403,0.175434579962687,0.000386219227787855
"6266D","chr14q","BND",4,0.036576,0.0445626687093897,0.000407481042678659
"6266D","chr14q","DEL",4,0.025557,0.0445626687093897,0.000284722031051468
"6266D","chr14q","INS",2,0.00323,0.0222813343546948,3.59843549828322e-05
"6266D","chr15q","DEL",4,0.018168,0.0484457600967171,0.000220040642359289
"6266D","chr15q","INS",2,0.000708,0.0242228800483586,8.57489953711893e-06
"6266D","chr16p","DEL",2,0.072083,0.0542904331326044,0.00195670864574876
"6266D","chr16p","INS",1,8e-05,0.0271452165663022,2.17161732530418e-06
"6266D","chr16q","BND",4,0.072312,0.0672365287454398,0.00121550196666006
"6266D","chr16q","DEL",4,0.002118,0.0672365287454398,3.56017419707104e-05
"6266D","chr16q","DUP",1,0.018312,0.01680913218636,0.000307808828596624
"6266D","chr16q","INS",1,0.001238,0.01680913218636,2.08097056467136e-05
"6266D","chr16q","INV",2,0.001093,0.0336182643727199,1.83723814796914e-05
"6266D","chr17p","DEL",1,0.003104,0.0389261383919978,0.000120826733568761
"6266D","chr17p","INS",1,0.003316,0.0389261383919978,0.000129079074907865
"6266D","chr17q","BND",2,0.00167,0.034137138923374,2.85045110010173e-05
"6266D","chr17q","DEL",1,0.001896,0.017068569461687,3.23620076993586e-05
"6266D","chr17q","DUP",1,0.051368,0.017068569461687,0.000876778276107939
"6266D","chr17q","INS",1,0.002203,0.017068569461687,3.76020585240965e-05
"6266D","chr18p","DEL",1,0.000152,0.0542016466026625,8.2386502836047e-06
"6266D","chr18q","DEL",4,0.021655,0.0644195890049547,0.000348751549975574
"6266D","chr18q","DUP",1,0.002713,0.0161048972512387,4.36925862426105e-05
"6266D","chr18q","INS",3,0.006129,0.0483146917537161,9.87069152528419e-05
"6266D","chr19p","DEL",2,0.014516,0.0719607649760337,0.000522291232196052
"6266D","chr19p","DUP",3,0.012577,0.10794114746405,0.000452525270551788
"6266D","chr19p","INS",2,0.004201,0.0719607649760337,0.000151153586832159
"6266D","chr19q","DEL",5,0.071368,0.147429822004143,0.00210435430735833
"6266D","chr19q","DUP",3,0.009568,0.0884578932024856,0.000282121707387128
"6266D","chr19q","INS",2,0.001812,0.0589719288016571,5.34285674943013e-05
"6266D","chr2p","BND",2,0.031498,0.0213896232926923,0.000336865177236611
"6266D","chr2p","DEL",3,0.001297,0.0320844349390385,1.3871170705311e-05
"6266D","chr2p","INS",5,0.003741,0.0534740582317308,4.0009290368981e-05
"6266D","chr2q","BND",2,0.00159,0.0134054125385341,1.06573029681346e-05
"6266D","chr2q","DEL",10,0.028233,0.0670270626926706,0.000189237506100217
"6266D","chr2q","INS",5,0.006356,0.0335135313463353,4.26024010474614e-05
"6266D","chr20p","BND",4,0.331098,0.142792106152508,0.0118195451907208
"6266D","chr20p","DEL",2,0.012446,0.0713960530762542,0.00044429763829353
"6266D","chr20p","INV",1,0.000618,0.0356980265381271,2.20613804005626e-05
"6266D","chr20q","DEL",5,0.028057,0.13089861216579,0.000734524472307116
"6266D","chr20q","INS",2,0.006101,0.0523594448663161,0.000159722486564697
"6266D","chr21q","BND",6,11.328292,0.176698461689697,0.333615294995284
"6266D","chr21q","INS",1,0.000236,0.0294497436149496,6.95013949312809e-06
"6266D","chr22p","BND",2,9.692954,0.140354600283432,0.680225342117847
"6266D","chr22p","DEL",1,0.016803,0.070177300141716,0.00117918917428125
"6266D","chr22q","BND",4,0.047928,0.10788852870903,0.00129272035099159
"6266D","chr22q","DEL",3,0.065446,0.0809163965317722,0.00176521816247279
"6266D","chr22q","INS",1,0.001523,0.0269721321772574,4.1078557305963e-05
"6266D","chr3p","BND",11,65.634139,0.116926101237127,0.69766763466597
"6266D","chr3p","DEL",1,0.008278,0.0106296455670115,8.79922060037216e-05
"6266D","chr3p","DUP",2,1.98135,0.0212592911340231,0.0210610482441983
"6266D","chr3p","INS",1,0.001384,0.0106296455670115,1.4711429464744e-05
"6266D","chr3q","BND",5,58.589001,0.046716121099921,0.547410173167878
"6266D","chr3q","DEL",11,0.270227,0.102775466419826,0.00252479145129367
"6266D","chr3q","DUP",1,0.004755,0.0093432242199842,4.44270311660249e-05
"6266D","chr3q","INS",7,0.017818,0.0654025695398894,0.000166477569151678
"6266D","chr4p","BND",6,0.22331,0.114389265985814,0.00425737783121536
"6266D","chr4p","DUP",1,0.006625,0.0190648776643024,0.000126304814526003
"6266D","chr4q","BND",10,0.045214,0.0708604372439029,0.000320388380954582
"6266D","chr4q","DEL",8,0.072669,0.0566883497951223,0.000514935711407718
"6266D","chr4q","DUP",2,0.025269,0.0141720874487806,0.000179057238871618
"6266D","chr4q","INS",6,0.017703,0.0425162623463417,0.000125444232052881
"6266D","chr5p","BND",4,238.798654,0.0827850907942379,4.94224206323295
"6266D","chr5p","DEL",1,0.009211,0.0206962726985595,0.000190633367826431
"6266D","chr5p","INS",4,0.009824,0.0827850907942379,0.000203320182990648
"6266D","chr5q","BND",4,238.616494,0.0299115604891019,1.7843479234946
"6266D","chr5q","DEL",1,0.016631,0.00747789012227547,0.000124364790623563
"6266D","chr5q","DUP",1,0.002564,0.00747789012227547,1.91733102735143e-05
"6266D","chr5q","INS",3,0.003832,0.0224336703668264,2.86552749485596e-05
"6266D","chr6p","BND",2,0.00612,0.0335162493815414,0.000102559723107517
"6266D","chr6p","DEL",4,0.010788,0.0670324987630828,0.000180786649164034
"6266D","chr6p","INS",3,0.004769,0.0502743740723121,7.99194966502855e-05
"6266D","chr6q","BND",2,0.000906,0.017785037234754,8.05662186734354e-06
"6266D","chr6q","DEL",7,0.068071,0.0622476303216388,0.000605322634803468
"6266D","chr6q","DUP",1,0.003507,0.00889251861737698,3.11860627911411e-05
"6266D","chr6q","INS",5,0.008712,0.0444625930868849,7.74716221945882e-05
"6266D","chr7p","BND",4,0.00367,0.0644491486952229,5.91320939278671e-05
"6266D","chr7p","DEL",3,0.381624,0.0483368615214172,0.00614883548041644
"6266D","chr7p","DUP",1,0.358863,0.0161122871738057,0.00578210371205345
"6266D","chr7p","INV",1,0.001094,0.0161122871738057,1.76268421681435e-05
"6266D","chr7q","BND",4,0.025682,0.0406079031527499,0.000260723042192231
"6266D","chr7q","DEL",1,0.021652,0.0101519757881875,0.000219810579765835
"6266D","chr7q","DUP",1,0.096571,0.0101519757881875,0.000980386453841052
"6266D","chr7q","INS",3,0.004506,0.0304559273645624,4.57448029015727e-05
"6266D","chr8p","DEL",2,0.013275,0.0441789232253371,0.000293237602908175
"6266D","chr8p","INS",1,0.000313,0.0220894616126685,6.91400148476525e-06
"6266D","chr8q","BND",2,0.000476,0.0198041615970076,4.71339046008781e-06
"6266D","chr8q","DEL",4,0.021808,0.0396083231940152,0.000215944578053771
"6266D","chr8q","INS",1,7e-04,0.0099020807985038,6.93145655895266e-06
"6266D","chr8q","INV",1,0.000887,0.0099020807985038,8.78314566827287e-06
"6266D","chr9p","DEL",4,0.031966,0.086454362849177,0.000690900040709198
"6266D","chr9q","BND",6,0.058808,0.0574987679451499,0.000563564590886395
"6266D","chr9q","DEL",2,0.005508,0.0191662559817166,5.27838689736476e-05
"6266D","chr9q","INS",1,0.006067,0.00958312799085831,5.81408375205374e-05
"6269C","chr1p","BND",5,128.775573,0.0403068911877665,1.03810860171066
"6269C","chr1p","DEL",5,0.056395,0.0403068911877665,0.000454621425706818
"6269C","chr1p","DUP",1,0.000374,0.00806137823755329,3.01495546084493e-06
"6269C","chr1p","INS",5,0.004377,0.0403068911877665,3.52846525457708e-05
"6269C","chr1q","BND",5,128.778805,0.0402126247358423,1.03570675187904
"6269C","chr1q","DEL",2,0.042686,0.0160850498943369,0.000343303219894833
"6269C","chr1q","DUP",1,0.006393,0.00804252494716845,5.14158619872479e-05
"6269C","chr1q","INS",6,0.01126,0.0482551496830107,9.05588309051168e-05
"6269C","chr1q","INV",1,0.001196,0.00804252494716845,9.61885983681347e-06
"6269C","chr10p","BND",2,0.017354,0.0492014711928707,0.000426921165540539
"6269C","chr10p","DEL",1,0.011311,0.0246007355964354,0.00027825892033128
"6269C","chr10p","INS",2,0.00252,0.0492014711928707,6.19938537030171e-05
"6269C","chr10q","DEL",5,0.023787,0.0531299134876055,0.000252760250425935
"6269C","chr10q","INS",6,0.013496,0.0637558961851266,0.000143408262485745
"6269C","chr11p","BND",2,0.018794,0.03791949891354,0.000356329531290535
"6269C","chr11p","DEL",3,0.036291,0.05687924837031,0.00068806826753564
"6269C","chr11p","DUP",1,0.045801,0.01895974945677,0.000868375484869523
"6269C","chr11q","BND",8,0.461772,0.0971056967348307,0.00560508647407953
"6269C","chr11q","DEL",6,0.045927,0.072829272551123,0.000557471666742571
"6269C","chr12p","BND",3,142.878868,0.0835383178011467,3.97862009401736
"6269C","chr12p","DEL",3,0.033912,0.0835383178011467,0.000944317144424162
"6269C","chr12p","DUP",1,0.029445,0.0278461059337156,0.000819928589218255
"6269C","chr12p","INS",1,0.000116,0.0278461059337156,3.23014828831101e-06
"6269C","chr12q","BND",9,99.855406,0.0923902427526938,1.02507391116764
"6269C","chr12q","DEL",3,0.053849,0.0307967475842313,0.000552791353554423
"6269C","chr12q","DUP",2,0.025156,0.0205311650561542,0.000258240994076307
"6269C","chr12q","INS",1,0.003067,0.0102655825280771,3.14845416136124e-05
"6269C","chr13q","DEL",5,0.057354,0.0515231564025395,0.00059101182246225
"6269C","chr13q","INS",2,0.001126,0.0206092625610158,1.16030148218519e-05
"6269C","chr14p","BND",4,0.002866,0.350869159925374,0.00025139775308653
"6269C","chr14q","BND",2,0.001192,0.0222813343546948,1.32796752753981e-05
"6269C","chr14q","DEL",2,0.000344,0.0222813343546948,3.83238950900751e-06
"6269C","chr14q","DUP",2,0.00869,0.0222813343546948,9.68123977711491e-05
"6269C","chr14q","INS",5,0.004271,0.0557033358867371,4.75817895144508e-05
"6269C","chr15q","DEL",4,0.018461,0.0484457600967171,0.000223589294286374
"6269C","chr15q","INS",1,0.000293,0.0121114400241793,3.54865192708453e-06
"6269C","chr16p","DEL",2,0.005856,0.0542904331326044,0.000158962388212266
"6269C","chr16p","INS",3,0.002667,0.0814356496989066,7.2396292582328e-05
"6269C","chr16q","BND",4,0.76742,0.0672365287454398,0.0128996642224564
"6269C","chr16q","DEL",4,0.01965,0.0672365287454398,0.000330299447461973
"6269C","chr16q","DUP",1,0.003692,0.01680913218636,6.2059316032041e-05
"6269C","chr16q","INS",1,5.4e-05,0.01680913218636,9.07693138063438e-07
"6269C","chr16q","INV",1,0.000662,0.01680913218636,1.11276455073703e-05
"6269C","chr17p","INS",1,0.003979,0.0389261383919978,0.000154887104661759
"6269C","chr17q","BND",4,0.001864,0.0682742778467481,3.18158134765846e-05
"6269C","chr17q","DEL",6,19.356382,0.102411416770122,0.330385750693948
"6269C","chr18q","DEL",1,5.6e-05,0.0161048972512387,9.01874246069366e-07
"6269C","chr19p","DEL",2,0.003413,0.0719607649760337,0.000122801045431601
"6269C","chr19p","INS",2,0.000474,0.0719607649760337,1.705470129932e-05
"6269C","chr19q","DEL",1,0.012476,0.0294859644008285,0.000367866891864737
"6269C","chr19q","INS",2,0.0051,0.0589719288016571,0.000150378418444226
"6269C","chr2p","BND",6,0.051302,0.0641688698780769,0.00054866522708085
"6269C","chr2p","DEL",3,0.056639,0.0320844349390385,0.0006057434368374
"6269C","chr2q","BND",8,0.020618,0.0536216501541364,0.000138196397859748
"6269C","chr2q","DEL",5,0.031551,0.0335135313463353,0.000211477085501645
"6269C","chr2q","INS",4,0.002856,0.0268108250770682,1.91429291050267e-05
"6269C","chr20p","BND",2,0.33096,0.0713960530762542,0.0118146188630585
"6269C","chr20p","DEL",1,0.00943,0.0356980265381271,0.000336632390254539
"6269C","chr20p","INV",1,0.000618,0.0356980265381271,2.20613804005626e-05
"6269C","chr20q","DEL",3,0.001854,0.0785391672994742,4.85372053910751e-05
"6269C","chr20q","INS",1,0.002208,0.0261797224331581,5.7804827132413e-05
"6269C","chr21q","BND",6,11.328292,0.176698461689697,0.333615294995284
"6269C","chr21q","DEL",1,6.8e-05,0.0294497436149496,2.00258256581657e-06
"6269C","chr21q","DUP",1,0.024224,0.0294497436149496,0.000713390589328538
"6269C","chr22q","DEL",4,0.171476,0.10788852870903,0.00462507333722739
"6269C","chr22q","DUP",1,0.012046,0.0269721321772574,0.000324906304207243
"6269C","chr22q","INS",2,0.001658,0.0539442643545148,4.47197951498928e-05
"6269C","chr3p","BND",2,0.000914,0.0212592911340231,9.71549604824856e-06
"6269C","chr3p","DEL",7,0.066342,0.0744075189690808,0.00070519194620668
"6269C","chr3p","INS",1,0.001381,0.0106296455670115,1.46795405280429e-05
"6269C","chr3q","BND",8,0.852826,0.0747457937598736,0.00796814453863224
"6269C","chr3q","DEL",6,0.094549,0.0560593453199052,0.000883392506775286
"6269C","chr3q","INS",1,0.002046,0.0093432242199842,1.91162367540877e-05
"6269C","chr4p","BND",2,0.002228,0.0381297553286047,4.24765474360656e-05
"6269C","chr4p","DEL",2,0.098154,0.0381297553286047,0.00187129400226193
"6269C","chr4p","INS",1,0.000331,0.0190648776643024,6.31047450688408e-06
"6269C","chr4p","INV",1,0.002018,0.0190648776643024,3.84729231265622e-05
"6269C","chr4q","BND",4,0.02217,0.0283441748975611,0.000157097589369733
"6269C","chr4q","DEL",10,0.053453,0.0708604372439029,0.000378770295199834
"6269C","chr4q","INS",8,0.011647,0.0566883497951223,8.25311512579736e-05
"6269C","chr4q","INV",1,0.011552,0.00708604372439029,8.18579771041566e-05
"6269C","chr5p","BND",2,0.222438,0.0413925453971189,0.00460363750652217
"6269C","chr5p","INS",1,0.00215,0.0206962726985595,4.44969863019029e-05
"6269C","chr5q","BND",6,0.013398,0.0448673407336528,0.000100188771858247
"6269C","chr5q","DEL",6,0.041686,0.0448673407336528,0.000311723327637175
"6269C","chr5q","DUP",2,0.025755,0.0149557802445509,0.000192593060099205
"6269C","chr6p","BND",2,0.006064,0.0335162493815414,0.000101621268124834
"6269C","chr6p","DEL",9,0.028531,0.150823122216936,0.000478126055552379
"6269C","chr6p","INS",12,0.01739,0.201097496289248,0.000291423788372503
"6269C","chr6q","BND",8,0.016006,0.0711401489390158,0.000142333652989736
"6269C","chr6q","DEL",13,0.143302,0.115602742025901,0.00127431570290736
"6269C","chr6q","DUP",2,0.00396,0.017785037234754,3.52143737248128e-05
"6269C","chr6q","INS",3,0.005888,0.0266775558521309,5.23591496191156e-05
"6269C","chr6q","INV",1,0.001674,0.00889251861737698,1.48860761654891e-05
"6269C","chr7p","BND",2,0.232054,0.0322245743476115,0.00373892068783032
"6269C","chr7p","DEL",5,0.01727,0.0805614358690287,0.000278259199491625
"6269C","chr7p","INS",1,0.002515,0.0161122871738057,4.05224022421214e-05
"6269C","chr7q","BND",6,0.025908,0.0609118547291248,0.000263017388720361
"6269C","chr7q","DEL",7,0.112871,0.0710638305173123,0.00114586365918851
"6269C","chr7q","DUP",1,0.096571,0.0101519757881875,0.000980386453841052
"6269C","chr7q","INS",2,0.000337,0.0203039515763749,3.42121584061918e-06
"6269C","chr8p","BND",4,0.313124,0.0883578464506741,0.00691674057800522
"6269C","chr8p","DEL",3,0.03496,0.0662683848380056,0.000772247577978892
"6269C","chr8p","INS",1,0.001659,0.0220894616126685,3.66464168154171e-05
"6269C","chr8q","DEL",1,0.014219,0.0099020807985038,0.000140797686873925
"6269C","chr8q","DUP",1,0.003327,0.0099020807985038,3.29442228166221e-05
"6269C","chr8q","INS",1,0.003096,0.0099020807985038,3.06568421521678e-05
"6269C","chr8q","INV",1,0.000887,0.0099020807985038,8.78314566827287e-06
"6269C","chr9p","DEL",2,0.015075,0.0432271814245885,0.000325824879987836
"6269C","chr9q","DEL",4,0.012826,0.0383325119634332,0.000122913199610749
"6269C","chr9q","INS",2,0.003439,0.0191662559817166,3.29563771605617e-05
"6277A","chr1p","BND",3,128.774545,0.0241841347126599,1.03810031461383
"6277A","chr1p","DEL",4,0.020878,0.0322455129502132,0.000168305454843638
"6277A","chr1p","INS",1,0.000125,0.00806137823755329,1.00767227969416e-06
"6277A","chr1q","BND",7,132.452139,0.0562976746301792,1.06524963221332
"6277A","chr1q","DEL",4,0.039117,0.0321700997886738,0.000314599448358388
"6277A","chr1q","DUP",1,0.12402,0.00804252494716845,0.000997433943947832
"6277A","chr1q","INV",1,0.001196,0.00804252494716845,9.61885983681347e-06
"6277A","chr10p","BND",4,1.390876,0.0984029423857414,0.0342165727234276
"6277A","chr10p","DEL",3,0.000751,0.0738022067893061,1.8475152432923e-05
"6277A","chr10p","INS",3,0.00476,0.0738022067893061,0.000117099501439032
"6277A","chr10q","DEL",9,0.035046,0.09563384427769,0.000372398189617325
"6277A","chr10q","INS",5,0.003383,0.0531299134876055,3.59476994657139e-05
"6277A","chr11p","BND",2,0.02054,0.03791949891354,0.000389433253842056
"6277A","chr11p","DEL",6,0.055827,0.11375849674062,0.0010584659329231
"6277A","chr11q","BND",10,33.288162,0.121382120918538,0.404058770503989
"6277A","chr11q","DEL",5,0.053775,0.0606910604592692,0.00065273235523944
"6277A","chr11q","DUP",1,0.507873,0.0121382120918538,0.00616467018972608
"6277A","chr11q","INS",1,0.00028,0.0121382120918538,3.39869938571907e-06
"6277A","chr12p","BND",11,190.698478,0.306307165270871,5.31021001978633
"6277A","chr12p","DEL",3,0.013478,0.0835383178011467,0.000375309815774619
"6277A","chr12p","DUP",3,20.437475,0.0835383178011467,0.569104093867664
"6277A","chr12p","INS",3,0.009242,0.0835383178011467,0.000257353711039399
"6277A","chr12q","BND",7,99.765586,0.0718590776965396,1.02415185654497
"6277A","chr12q","DEL",5,0.017675,0.0513279126403854,0.000181444171183762
"6277A","chr12q","DUP",2,0.575962,0.0205311650561542,0.00591258544403633
"6277A","chr12q","INS",3,0.003438,0.0307967475842313,3.5293072731529e-05
"6277A","chr12q","INV",1,0.019296,0.0102655825280771,0.000198084680461775
"6277A","chr13q","BND",66,993.115358,0.680105664513521,10.2336875831996
"6277A","chr13q","DEL",6,0.573098,0.0618277876830473,0.00590556357759651
